p_5621;-3.70019;-38.573486
p_5620;-3.701189;-38.571635
p_5402;-3.741271;-38.476709
p_5401;-3.761215;-38.557129
p_5400;-3.797702;-38.540854
p_5618;-3.703011;-38.568803
p_5619;-3.701089;-38.571528
p_5616;-3.701808;-38.569872
p_5617;-3.701889;-38.569844
p_5614;-3.702197;-38.569029
p_5615;-3.70228;-38.569029
p_5613;-3.783993;-38.566141
p_6014;-3.84926;-38.517505
p_5631;-3.69428;-38.583233
p_5630;-3.69547;-38.580463
p_5633;-3.694422;-38.586274
p_5632;-3.694482;-38.583359
p_6009;-3.837229;-38.526281
p_5623;-3.698682;-38.575849
p_6008;-3.839612;-38.515777
p_5624;-3.6988;-38.575812
p_5625;-3.698195;-38.57659
p_5626;-3.698229;-38.576578
p_5627;-3.696707;-38.578499
p_5628;-3.696741;-38.578634
p_5629;-3.695311;-38.580435
p_6002;-3.793016;-38.501499
p_5640;-3.754714;-38.530502
p_6000;-3.804084;-38.499129
p_5644;-3.794598;-38.548802
p_5643;-3.791834;-38.547986
p_3392;-3.817562;-38.526607
p_3391;-3.810853;-38.527806
p_5641;-3.753568;-38.528099
p_3394;-3.817178;-38.5282
p_3393;-3.817624;-38.52686
p_3396;-3.817028;-38.529455
p_3395;-3.816656;-38.529293
p_3398;-3.814652;-38.534254
p_3397;-3.81622;-38.531431
p_3399;-3.814594;-38.534193
p_5636;-3.761922;-38.574698
p_5634;-3.69463;-38.58597
p_5635;-3.695171;-38.586383
p_5638;-3.733063;-38.503142
p_5639;-3.753369;-38.53005
p_699;-3.825222;-38.553974
p_4817;-3.746223;-38.479801
p_5657;-3.756316;-38.531773
p_4818;-3.744166;-38.478524
p_5656;-3.746543;-38.582609
p_5659;-3.824076;-38.569282
p_5658;-3.841921;-38.482571
p_691;-3.824069;-38.555681
p_5439;-3.768314;-38.533053
p_693;-3.824351;-38.556326
p_5438;-3.768465;-38.533
p_694;-3.824108;-38.556187
p_4812;-3.720396;-38.54817
p_696;-3.824967;-38.555613
p_697;-3.824758;-38.554763
p_698;-3.824641;-38.554585
p_5440;-3.770676;-38.534216
p_5441;-3.771163;-38.534655
p_5442;-3.831459;-38.556028
p_5443;-3.800373;-38.59726
p_5444;-3.801587;-38.595322
p_5445;-3.802614;-38.596331
p_690;-3.821958;-38.554794
p_5446;-3.802404;-38.59789
p_5660;-3.8242;-38.569273
p_5661;-3.823704;-38.570163
p_5662;-3.823682;-38.569984
p_5663;-3.824912;-38.5704
p_5664;-3.824904;-38.570612
p_5665;-3.820557;-38.511327
p_5666;-3.820628;-38.51124
p_5648;-3.779532;-38.619159
p_5647;-3.779832;-38.619149
p_689;-3.822329;-38.554688
p_4829;-3.814716;-38.492539
p_5645;-3.797007;-38.549476
p_5649;-3.780872;-38.615248
p_5428;-3.796449;-38.496931
p_4822;-3.812794;-38.497004
p_5427;-3.779642;-38.595231
p_683;-3.823543;-38.562477
p_4823;-3.812557;-38.497022
p_5426;-3.755521;-38.558671
p_680;-3.826235;-38.563054
p_5425;-3.754929;-38.560201
p_681;-3.825954;-38.562966
p_4821;-3.776264;-38.48251
p_2697;-3.756217;-38.593206
p_4826;-3.811767;-38.494201
p_687;-3.822596;-38.55525
p_2698;-3.756418;-38.593149
p_684;-3.824203;-38.56112
p_4824;-3.812647;-38.496175
p_5429;-3.765833;-38.53706
p_685;-3.823845;-38.561372
p_4825;-3.812351;-38.495327
p_5430;-3.764164;-38.536622
p_5431;-3.762282;-38.535957
p_5434;-3.82353;-38.484898
p_4830;-3.81487;-38.492676
p_5435;-3.767651;-38.534332
p_5432;-3.808936;-38.573631
p_3300;-3.757755;-38.488984
p_5433;-3.823995;-38.484818
p_3301;-3.75825;-38.486704
p_5650;-3.780583;-38.615291
p_5651;-3.781312;-38.613706
p_5654;-3.746804;-38.583723
p_5655;-3.776085;-38.564392
p_5652;-3.781012;-38.613717
p_5653;-3.763836;-38.59113
p_678;-3.826953;-38.561453
p_679;-3.826855;-38.56362
p_673;-3.823721;-38.558424
p_676;-3.82498;-38.559617
p_5415;-3.799531;-38.507623
p_5414;-3.800379;-38.507608
p_670;-3.821428;-38.557671
p_5417;-3.727553;-38.48483
p_671;-3.821206;-38.557254
p_5416;-3.798267;-38.509088
p_672;-3.823479;-38.558192
p_5421;-3.785001;-38.575913
p_5422;-3.768519;-38.438804
p_5423;-3.748935;-38.470925
p_5424;-3.754882;-38.559923
p_5680;-3.840213;-38.515061
p_5420;-3.732677;-38.532397
p_5685;-3.802584;-38.618637
p_5686;-3.721845;-38.571554
p_5687;-3.72185;-38.571294
p_5688;-3.721354;-38.571872
p_5681;-3.834885;-38.510979
p_5682;-3.801344;-38.618666
p_5683;-3.801567;-38.62034
p_5684;-3.802635;-38.620017
p_668;-3.820567;-38.559828
p_669;-3.819073;-38.55774
p_5669;-3.815699;-38.532391
p_4809;-3.818428;-38.524014
p_666;-3.821674;-38.558527
p_5668;-3.816782;-38.530796
p_667;-3.82027;-38.55962
p_5667;-3.82054;-38.512126
p_4807;-3.81562;-38.523161
p_664;-3.818801;-38.562699
p_5409;-3.849214;-38.498033
p_665;-3.821636;-38.558184
p_5408;-3.849642;-38.500254
p_662;-3.822223;-38.563025
p_4802;-3.803188;-38.519274
p_5407;-3.850888;-38.499893
p_663;-3.819187;-38.562684
p_4803;-3.804084;-38.518248
p_5406;-3.853776;-38.500571
p_660;-3.820939;-38.5634
p_4800;-3.799519;-38.517176
p_5405;-3.853589;-38.500392
p_661;-3.822345;-38.562993
p_5404;-3.85933;-38.501433
p_5403;-3.859431;-38.501342
p_5413;-3.800566;-38.50766
p_5674;-3.82999;-38.564277
p_5675;-3.739796;-38.595485
p_5672;-3.828544;-38.564971
p_5673;-3.829088;-38.564487
p_5670;-3.833388;-38.507014
p_3326;-3.771157;-38.514866
p_3327;-3.77289;-38.514566
p_650;-3.825424;-38.575832
p_3324;-3.770136;-38.514002
p_2668;-3.751047;-38.467994
p_3325;-3.7714;-38.514729
p_652;-3.826104;-38.569564
p_2667;-3.748458;-38.46004
p_651;-3.826888;-38.573556
p_2666;-3.747789;-38.46207
p_654;-3.824665;-38.56818
p_2665;-3.748003;-38.462106
p_653;-3.826401;-38.569565
p_2664;-3.747093;-38.464149
p_3329;-3.768562;-38.482465
p_655;-3.820517;-38.566208
p_658;-3.820524;-38.565083
p_657;-3.820583;-38.565198
p_659;-3.820822;-38.563402
p_5480;-3.832225;-38.571813
p_5482;-3.782534;-38.581275
p_5481;-3.832142;-38.57188
p_5484;-3.840496;-38.486257
p_2673;-3.754269;-38.469025
p_3330;-3.770651;-38.481859
p_5483;-3.791191;-38.508954
p_2674;-3.754486;-38.470295
p_5486;-3.844598;-38.48716
p_2671;-3.753175;-38.468672
p_5485;-3.840437;-38.48603
p_5488;-3.847637;-38.487623
p_3334;-3.77153;-38.484474
p_5487;-3.844914;-38.487079
p_2670;-3.751333;-38.468054
p_3333;-3.771599;-38.482727
p_3332;-3.771566;-38.483385
p_5489;-3.849387;-38.487031
p_3331;-3.773439;-38.481603
p_2658;-3.747352;-38.470229
p_3335;-3.77096;-38.486257
p_2657;-3.748245;-38.469039
p_3336;-3.771029;-38.487037
p_5469;-3.796546;-38.567757
p_643;-3.796598;-38.488093
p_2654;-3.727566;-38.476672
p_3339;-3.772451;-38.474623
p_642;-3.796242;-38.48851
p_2653;-3.727322;-38.475168
p_641;-3.796135;-38.487863
p_2656;-3.749322;-38.467475
p_640;-3.796388;-38.486456
p_647;-3.819666;-38.573132
p_646;-3.819676;-38.57726
p_645;-3.818632;-38.575882
p_5689;-3.723566;-38.571785
p_649;-3.823839;-38.578529
p_648;-3.819221;-38.572308
p_5695;-3.724785;-38.574818
p_5694;-3.72521;-38.572942
p_5693;-3.724919;-38.57283
p_5471;-3.749245;-38.458268
p_5699;-3.747746;-38.480219
p_5470;-3.747485;-38.538938
p_5697;-3.731089;-38.461836
p_5696;-3.832002;-38.46547
p_5475;-3.722132;-38.566744
p_5474;-3.744198;-38.556037
p_2661;-3.745676;-38.469339
p_5473;-3.751627;-38.540857
p_2662;-3.749061;-38.466614
p_3341;-3.771762;-38.472313
p_5472;-3.749097;-38.458078
p_2663;-3.747336;-38.465834
p_3340;-3.772497;-38.473857
p_5479;-3.832695;-38.570738
p_5691;-3.719638;-38.570948
p_5478;-3.832687;-38.570547
p_3342;-3.772303;-38.472418
p_5690;-3.723682;-38.572063
p_5477;-3.832701;-38.569424
p_5476;-3.832293;-38.569333
p_3344;-3.772076;-38.471367
p_630;-3.794458;-38.489507
p_2689;-3.755974;-38.594385
p_3308;-3.762035;-38.443057
p_3309;-3.761762;-38.443025
p_632;-3.790984;-38.488582
p_3306;-3.759654;-38.444054
p_2686;-3.755237;-38.597259
p_3307;-3.759649;-38.444217
p_5458;-3.708385;-38.595109
p_3304;-3.762881;-38.483017
p_5459;-3.712475;-38.601514
p_3302;-3.758486;-38.485041
p_3303;-3.763695;-38.48255
p_638;-3.796082;-38.483107
p_639;-3.795876;-38.483019
p_634;-3.791639;-38.48772
p_635;-3.793832;-38.48794
p_5460;-3.713496;-38.600155
p_5466;-3.73452;-38.481198
p_2691;-3.755739;-38.595581
p_3312;-3.767869;-38.517474
p_5465;-3.710837;-38.593621
p_3311;-3.768211;-38.517845
p_5468;-3.79661;-38.567892
p_3310;-3.764606;-38.518116
p_5467;-3.735701;-38.482205
p_2690;-3.755489;-38.595643
p_5462;-3.709456;-38.595013
p_2695;-3.756985;-38.59174
p_5461;-3.709715;-38.598522
p_2696;-3.757689;-38.592467
p_5464;-3.706348;-38.59363
p_2693;-3.757956;-38.589944
p_5463;-3.708266;-38.594214
p_2694;-3.757536;-38.591039
p_621;-3.822625;-38.584696
p_2676;-3.746116;-38.450781
p_3317;-3.765222;-38.514683
p_620;-3.826361;-38.588398
p_2675;-3.749341;-38.455434
p_3318;-3.765034;-38.514371
p_2678;-3.748371;-38.449729
p_3319;-3.766682;-38.514612
p_2677;-3.745691;-38.45119
p_5449;-3.808052;-38.599146
p_3313;-3.766216;-38.516967
p_2679;-3.748474;-38.449509
p_3314;-3.765504;-38.51642
p_5447;-3.804402;-38.59984
p_3315;-3.765917;-38.51581
p_5448;-3.805751;-38.597979
p_3316;-3.766166;-38.515426
p_629;-3.795786;-38.49099
p_628;-3.795914;-38.491318
p_627;-3.79678;-38.489237
p_626;-3.824786;-38.578836
p_625;-3.824848;-38.579228
p_624;-3.825349;-38.58013
p_623;-3.826146;-38.58135
p_622;-3.827041;-38.582639
p_619;-3.825485;-38.588763
p_5457;-3.710024;-38.593168
p_3321;-3.768277;-38.515388
p_3320;-3.767114;-38.515599
p_5455;-3.732146;-38.531687
p_2680;-3.747805;-38.452331
p_3323;-3.769961;-38.51509
p_5454;-3.732871;-38.529385
p_3322;-3.768323;-38.514309
p_5453;-3.749755;-38.539493
p_5452;-3.808677;-38.604375
p_2683;-3.754575;-38.44667
p_2685;-3.755298;-38.597714
p_1100;-3.791058;-38.480266
p_1101;-3.795359;-38.479857
p_2630;-3.80557;-38.449179
p_2628;-3.793142;-38.446061
p_2629;-3.792898;-38.445786
p_4899;-3.821362;-38.595322
p_2625;-3.797455;-38.500318
p_2626;-3.797282;-38.500512
p_4897;-3.82469;-38.597899
p_2627;-3.795726;-38.500786
p_4898;-3.824203;-38.596406
p_2620;-3.798781;-38.499083
p_2621;-3.798983;-38.499302
p_2623;-3.796633;-38.500041
p_2617;-3.79555;-38.494287
p_2618;-3.796039;-38.497783
p_2613;-3.797519;-38.495665
p_2614;-3.797712;-38.49569
p_2611;-3.795338;-38.495435
p_2612;-3.795514;-38.495892
p_2610;-3.793695;-38.498096
p_4885;-3.789458;-38.479693
p_4883;-3.789444;-38.482253
p_1122;-3.832222;-38.555953
p_2650;-3.724378;-38.477699
p_4881;-3.788183;-38.48121
p_1123;-3.83334;-38.556288
p_4880;-3.72208;-38.542902
p_1120;-3.8305;-38.554654
p_2652;-3.725311;-38.475043
p_1121;-3.831895;-38.556004
p_2651;-3.722977;-38.476743
p_1116;-3.827668;-38.551576
p_1115;-3.795718;-38.478686
p_1114;-3.795574;-38.479101
p_2644;-3.723587;-38.481011
p_4879;-3.71513;-38.542271
p_1113;-3.796709;-38.479999
p_2645;-3.725082;-38.480088
p_2646;-3.726164;-38.478973
p_4877;-3.861487;-38.497413
p_1119;-3.828076;-38.556705
p_2647;-3.726278;-38.478274
p_4878;-3.868524;-38.498051
p_1118;-3.830074;-38.552164
p_2648;-3.724661;-38.480602
p_4875;-3.807921;-38.501756
p_1117;-3.830057;-38.5523
p_2649;-3.726507;-38.477647
p_4876;-3.848249;-38.496901
p_4894;-3.785743;-38.52308
p_4893;-3.829239;-38.589805
p_4896;-3.823486;-38.599729
p_5494;-3.850181;-38.484205
p_2641;-3.722836;-38.47655
p_4890;-3.745587;-38.596081
p_1110;-3.797939;-38.475838
p_5495;-3.849566;-38.482755
p_2640;-3.719281;-38.475598
p_1111;-3.798138;-38.478233
p_5496;-3.849719;-38.482818
p_4892;-3.832211;-38.523545
p_1112;-3.799233;-38.479529
p_5497;-3.797377;-38.58144
p_4891;-3.833671;-38.523589
p_5490;-3.849284;-38.486947
p_5491;-3.850136;-38.48586
p_5492;-3.8502;-38.485755
p_5493;-3.850237;-38.484116
p_2639;-3.720061;-38.476191
p_1103;-3.793205;-38.477577
p_2633;-3.805543;-38.442669
p_2634;-3.721733;-38.478969
p_1105;-3.795435;-38.477575
p_1104;-3.793304;-38.475983
p_1107;-3.791454;-38.470963
p_2637;-3.72052;-38.477294
p_1106;-3.791372;-38.473893
p_2638;-3.721013;-38.477814
p_4887;-3.790727;-38.477857
p_1109;-3.797723;-38.473564
p_2635;-3.722777;-38.480088
p_4888;-3.791533;-38.476095
p_1108;-3.797589;-38.471959
p_4889;-3.770162;-38.598662
p_1145;-3.834777;-38.488082
p_1144;-3.833327;-38.485881
p_1143;-3.833394;-38.485972
p_1142;-3.833245;-38.486967
p_1140;-3.833562;-38.484194
p_4863;-3.799987;-38.562359
p_4860;-3.806629;-38.569793
p_4861;-3.80522;-38.566002
p_4856;-3.746729;-38.547357
p_4855;-3.708697;-38.558403
p_4854;-3.708673;-38.55823
p_4853;-3.707404;-38.562496
p_4859;-3.697784;-38.580452
p_1135;-3.827688;-38.482993
p_1136;-3.828388;-38.482128
p_4857;-3.796276;-38.506536
p_1132;-3.828335;-38.485826
p_1134;-3.828968;-38.484979
p_1133;-3.82824;-38.484995
p_4870;-3.821145;-38.525444
p_4871;-3.82079;-38.52545
p_4872;-3.8197;-38.524544
p_1130;-3.829349;-38.48681
p_4873;-3.771855;-38.516869
p_4874;-3.771737;-38.516452
p_1128;-3.831353;-38.489542
p_4865;-3.791341;-38.475999
p_1129;-3.83129;-38.48756
p_4864;-3.784927;-38.563324
p_4867;-3.778827;-38.54673
p_4866;-3.782142;-38.536302
p_1124;-3.833805;-38.556571
p_4869;-3.821099;-38.524321
p_1125;-3.834807;-38.55674
p_4868;-3.821384;-38.524309
p_1127;-3.831008;-38.492049
p_1163;-3.833391;-38.47649
p_1162;-3.833543;-38.477072
p_4841;-3.773303;-38.570382
p_1161;-3.834786;-38.477494
p_1160;-3.835841;-38.478244
p_1167;-3.83773;-38.561755
p_1166;-3.837124;-38.560979
p_1165;-3.836646;-38.561359
p_1164;-3.83332;-38.476341
p_1159;-3.835543;-38.47794
p_4838;-3.811909;-38.497001
p_4837;-3.810854;-38.495125
p_1157;-3.834653;-38.477877
p_2601;-3.799112;-38.543986
p_4836;-3.810165;-38.493572
p_1158;-3.834651;-38.47798
p_2600;-3.798448;-38.54342
p_4835;-3.809751;-38.491998
p_2603;-3.799171;-38.545187
p_4834;-3.795412;-38.498643
p_4833;-3.766998;-38.548442
p_2605;-3.791133;-38.537924
p_4832;-3.827328;-38.556325
p_4831;-3.81567;-38.494482
p_2607;-3.791808;-38.498941
p_2606;-3.792473;-38.501998
p_2609;-3.793498;-38.498071
p_2608;-3.792395;-38.498602
p_4839;-3.827503;-38.506593
p_1150;-3.832993;-38.492446
p_4850;-3.709705;-38.554667
p_1152;-3.828331;-38.47938
p_4851;-3.709795;-38.554591
p_1151;-3.829115;-38.480677
p_4852;-3.707547;-38.562288
p_1154;-3.831474;-38.475423
p_1153;-3.82922;-38.474936
p_1155;-3.83163;-38.475377
p_1146;-3.836277;-38.485158
p_4847;-3.713425;-38.559657
p_1147;-3.833445;-38.490769
p_4846;-3.753481;-38.520855
p_4848;-3.713372;-38.559485
p_4843;-3.769657;-38.488483
p_4842;-3.828577;-38.530304
p_4845;-3.761502;-38.588155
p_4844;-3.721454;-38.545226
p_2802;-3.755297;-38.555614
p_2800;-3.757897;-38.554295
p_2801;-3.755287;-38.555926
p_2808;-3.757691;-38.549411
p_2806;-3.756177;-38.552953
p_2807;-3.754886;-38.551569
p_2804;-3.758884;-38.550362
p_2805;-3.75654;-38.553058
p_1290;-3.758924;-38.612296
p_1291;-3.757626;-38.611683
p_1295;-3.760406;-38.612927
p_1292;-3.762755;-38.614121
p_1296;-3.758952;-38.608124
p_1297;-3.758938;-38.60796
p_1999;-3.739178;-38.568896
p_1998;-3.739306;-38.568826
p_1997;-3.737043;-38.574101
p_1996;-3.737177;-38.57228
p_1993;-3.73741;-38.577221
p_1986;-3.741536;-38.587431
p_1989;-3.741362;-38.585317
p_1988;-3.741225;-38.584951
p_1982;-3.745423;-38.586665
p_1984;-3.742816;-38.587351
p_1990;-3.743132;-38.584856
p_1991;-3.745885;-38.585183
p_1992;-3.737883;-38.577483
p_1979;-3.738274;-38.58036
p_1974;-3.739374;-38.587954
p_1973;-3.738914;-38.587905
p_1972;-3.787551;-38.59005
p_1971;-3.790125;-38.593205
p_1978;-3.738187;-38.58302
p_1977;-3.738695;-38.583279
p_1976;-3.740046;-38.587267
p_1975;-3.737509;-38.588436
p_1980;-3.737909;-38.581002
p_1968;-3.789586;-38.592324
p_1961;-3.785927;-38.597976
p_1963;-3.787253;-38.598269
p_1962;-3.785269;-38.589979
p_1965;-3.787985;-38.59764
p_1967;-3.78866;-38.595427
p_1966;-3.78852;-38.595593
p_1970;-3.790164;-38.592798
p_818;-3.722731;-38.577705
p_6177;-3.770963;-38.614717
p_817;-3.722609;-38.578376
p_6176;-3.724548;-38.533814
p_6179;-3.739955;-38.474339
p_819;-3.722733;-38.577795
p_6178;-3.848062;-38.513664
p_3480;-3.796341;-38.626777
p_3483;-3.792685;-38.62628
p_6171;-3.753362;-38.523616
p_6170;-3.753305;-38.523616
p_3482;-3.794729;-38.626498
p_6173;-3.763453;-38.529682
p_3487;-3.797618;-38.450825
p_6172;-3.753431;-38.523622
p_3488;-3.797805;-38.450808
p_6175;-3.765161;-38.612604
p_3485;-3.791113;-38.625892
p_6174;-3.696993;-38.577758
p_3486;-3.792075;-38.458946
p_820;-3.720256;-38.569552
p_821;-3.719957;-38.569828
p_822;-3.719744;-38.570558
p_823;-3.722299;-38.571117
p_825;-3.812252;-38.609206
p_826;-3.810926;-38.608261
p_827;-3.810771;-38.607682
p_6168;-3.737316;-38.584228
p_6167;-3.726413;-38.532917
p_6166;-3.731198;-38.568808
p_6165;-3.731759;-38.569149
p_6169;-3.753166;-38.523612
p_3470;-3.798661;-38.622652
p_3471;-3.798921;-38.62258
p_3472;-3.798355;-38.625328
p_3473;-3.798235;-38.626275
p_6164;-3.807305;-38.460051
p_3474;-3.798271;-38.627927
p_3475;-3.79808;-38.627694
p_6162;-3.752228;-38.490851
p_3476;-3.797603;-38.628942
p_3468;-3.785754;-38.623571
p_3467;-3.783582;-38.622958
p_3469;-3.783291;-38.626108
p_830;-3.815653;-38.604372
p_833;-3.816915;-38.602347
p_834;-3.816951;-38.600598
p_832;-3.816178;-38.60369
p_837;-3.813547;-38.59832
p_838;-3.810799;-38.596787
p_835;-3.811087;-38.596874
p_836;-3.812995;-38.597384
p_6155;-3.829558;-38.48875
p_839;-3.809073;-38.595587
p_6154;-3.828209;-38.487311
p_6156;-3.745985;-38.469732
p_6151;-3.838929;-38.504641
p_6153;-3.803962;-38.498366
p_6152;-3.724682;-38.568401
p_840;-3.811672;-38.59655
p_841;-3.812591;-38.595156
p_846;-3.8127;-38.591232
p_847;-3.812747;-38.591467
p_848;-3.814629;-38.591626
p_849;-3.81475;-38.591537
p_842;-3.809653;-38.591401
p_843;-3.809865;-38.591344
p_844;-3.81143;-38.590205
p_845;-3.811458;-38.589842
p_6149;-3.74523;-38.454562
p_3490;-3.795592;-38.44966
p_6147;-3.724622;-38.505794
p_6146;-3.789309;-38.586855
p_6145;-3.755244;-38.598029
p_6144;-3.722691;-38.531048
p_6143;-3.783712;-38.564579
p_6142;-3.766184;-38.534359
p_3496;-3.722814;-38.53021
p_6141;-3.765772;-38.535451
p_6140;-3.764467;-38.538533
p_3498;-3.722733;-38.530459
p_3493;-3.804297;-38.628247
p_3495;-3.722869;-38.530045
p_851;-3.816371;-38.590569
p_850;-3.816466;-38.59072
p_859;-3.810667;-38.582776
p_857;-3.811656;-38.58331
p_858;-3.811239;-38.583884
p_855;-3.81523;-38.599344
p_856;-3.813095;-38.588519
p_853;-3.817262;-38.590369
p_854;-3.813621;-38.594092
p_6130;-3.84389;-38.470651
p_6131;-3.842547;-38.470215
p_6132;-3.742695;-38.48906
p_6133;-3.766047;-38.538619
p_6134;-3.765113;-38.541655
p_6135;-3.764192;-38.544621
p_5510;-3.735102;-38.527829
p_6136;-3.762854;-38.546496
p_6137;-3.762221;-38.54577
p_6138;-3.762969;-38.543414
p_5512;-3.739911;-38.480281
p_5511;-3.747696;-38.47389
p_6139;-3.763618;-38.541294
p_5502;-3.801696;-38.518243
p_6129;-3.822281;-38.55843
p_5505;-3.733484;-38.521785
p_5506;-3.778057;-38.551103
p_5507;-3.700472;-38.587019
p_5508;-3.732025;-38.526377
p_6123;-3.814318;-38.537462
p_6124;-3.770616;-38.570277
p_6121;-3.721098;-38.541204
p_6122;-3.734299;-38.56761
p_6127;-3.776638;-38.592383
p_5523;-3.810226;-38.47435
p_5522;-3.814356;-38.474347
p_6128;-3.804211;-38.51787
p_5521;-3.816892;-38.474595
p_6125;-3.7706;-38.570254
p_5520;-3.817008;-38.474447
p_6126;-3.794129;-38.530912
p_5515;-3.743376;-38.479528
p_5516;-3.823176;-38.477622
p_6119;-3.737692;-38.585021
p_5513;-3.75337;-38.576242
p_5514;-3.814647;-38.474089
p_5519;-3.81989;-38.475512
p_5517;-3.823086;-38.477792
p_5518;-3.821533;-38.476677
p_6113;-3.737539;-38.585015
p_803;-3.72484;-38.58607
p_805;-3.726762;-38.585587
p_804;-3.725945;-38.585593
p_801;-3.723819;-38.586697
p_800;-3.723664;-38.586736
p_5501;-3.797721;-38.582852
p_5500;-3.797516;-38.582747
p_808;-3.726045;-38.579252
p_809;-3.725276;-38.579219
p_806;-3.726711;-38.585786
p_807;-3.726857;-38.579282
p_816;-3.722693;-38.578371
p_815;-3.726733;-38.582251
p_814;-3.724671;-38.582062
p_813;-3.724713;-38.58199
p_812;-3.723765;-38.579024
p_811;-3.723887;-38.579149
p_810;-3.724916;-38.579199
p_4912;-3.740682;-38.548949
p_794;-3.719945;-38.587394
p_4913;-3.742033;-38.549216
p_795;-3.719912;-38.583065
p_4914;-3.742759;-38.552888
p_796;-3.721909;-38.581749
p_4915;-3.742723;-38.552957
p_797;-3.721536;-38.581792
p_790;-3.722031;-38.586833
p_791;-3.721873;-38.586689
p_4910;-3.726037;-38.602403
p_4911;-3.74259;-38.546854
p_793;-3.72048;-38.58839
p_798;-3.723413;-38.586268
p_5557;-3.785197;-38.597658
p_799;-3.72352;-38.58644
p_4918;-3.75703;-38.542357
p_5559;-3.772775;-38.563654
p_5564;-3.751633;-38.46814
p_5565;-3.807801;-38.489405
p_5566;-3.807365;-38.489119
p_5567;-3.738355;-38.525106
p_5560;-3.809983;-38.576354
p_5561;-3.827254;-38.469308
p_5562;-3.827195;-38.469244
p_5563;-3.813785;-38.449856
p_5300;-3.727889;-38.534266
p_5301;-3.728659;-38.53197
p_5302;-3.729346;-38.529785
p_5303;-3.730512;-38.526039
p_4925;-3.750659;-38.513943
p_4926;-3.771653;-38.472678
p_786;-3.723329;-38.590402
p_4924;-3.745622;-38.516688
p_4921;-3.740051;-38.59143
p_781;-3.726095;-38.598009
p_4922;-3.800771;-38.530101
p_782;-3.726207;-38.597885
p_780;-3.725245;-38.596823
p_4929;-3.769769;-38.496576
p_789;-3.726377;-38.59255
p_5548;-3.724075;-38.513001
p_4927;-3.763958;-38.517393
